file	line	concern	signals	source	semantic-review
src/app/model/link.ts	583	material-geometry	point-topology	leaf.joints.length === 2 &&	pending
src/app/model/link.ts	584	material-geometry	point-topology	leaf.joints.some(	pending
src/app/model/link.ts	586	material-geometry	point-topology	joint instanceof RealJoint &&	pending
src/app/model/link.ts	589	material-geometry	point-topology,compound-material	l instanceof SliderBlock && l.joints.some((j) => j instanceof PrisJoint && j.isSealed)	pending
src/app/model/link.ts	593	material-geometry	compound-material	const linkSubset = this.subset.filter(	pending
src/app/model/link.ts	595	material-geometry	compound-material	link instanceof RealLink && !(this.subset.length > 1 && drawnElsewhere(link))	pending
src/app/model/link.ts	615	material-geometry	shape-frame	getPathString(): string {	pending
src/app/model/link.ts	616	material-geometry	compound-material	return this.subset.length === 0 ? this.getSimplePathString() : this.getCompoundPathString();	pending
src/app/model/link.ts	633	material-geometry	shape-frame	outlineLoops(): { x: number; y: number; bulge: number }[][] {	pending
src/app/model/link.ts	634	material-geometry	compound-material	if (this.subset.length > 0) {	pending
src/app/model/link.ts	642	material-geometry	point-topology	const reach = this.joints.reduce(	pending
src/app/model/link.ts	696	material-geometry	point-topology	const allJoints = this.joints;	pending
src/app/model/link.ts	707	material-geometry	point-topology	let points = this.joints.map((j) => [j.x, j.y]);	pending
src/app/model/link.ts	760	material-geometry	point-topology	const pivots = this.joints.filter(	pending
src/app/model/link.ts	761	material-geometry	point-topology	(joint) => joint instanceof RealJoint && joint.ground && !(joint instanceof PrisJoint)	pending
src/app/model/link.ts	768	material-geometry	compound-material	return this.subset.length === 0 && this.groundPivot() !== undefined;	pending
src/app/model/link.ts	782	material-geometry	point-topology	const reach = this.joints.reduce((far, joint) => Math.max(far, getDistance(center, joint)), 0);	pending
src/app/model/link.ts	796	material-geometry	point-topology	const allJoints = l.joints;	pending
src/app/model/link.ts	1073	material-geometry	shape-frame	get angleRad(): number {	pending
src/app/model/link.ts	1077	material-geometry	shape-frame	set angleRad(value: number) {	pending
src/app/model/link.ts	1098	material-geometry	shape-frame	get massMoI(): number {	pending
src/app/model/link.ts	1099	material-geometry	shape-frame	return this._massMoI;	pending
src/app/model/link.ts	1102	material-geometry	shape-frame	set massMoI(value: number) {	pending
src/app/model/link.ts	1103	material-geometry	shape-frame	this._massMoI = value;	pending
src/app/model/link.ts	1151	material-geometry	compound-material	return this.subset.length >= 1;	pending
src/app/model/lock-set.ts	48	topology-or-consumer	compound-material	return links.flatMap((link) => [link, ...(link instanceof RealLink ? link.subset : [])]);	pending
src/app/model/lock-set.ts	66	topology-or-consumer	point-topology	if (joint instanceof RealJoint && joint.locked) frozen.add(joint.id);	pending
src/app/model/lock-set.ts	89	topology-or-consumer	compound-material	if (!(link instanceof SliderBlock)) return;	pending
src/app/model/lock-set.ts	90	topology-or-consumer	point-topology	const pair = link.joints.map((joint) => joint.id);	pending
src/app/model/lock-set.ts	129	topology-or-consumer	point-topology	.filter((joint): joint is RealJoint => joint instanceof RealJoint && joint.locked)	pending
src/app/model/mechanism/anchor.ts	142	solver	point-topology	if (!(driven instanceof PrisJoint)) return undefined;	pending
src/app/model/mechanism/anchor.ts	145	solver	point-topology	const ends = carrier.joints.filter((member) => member.id !== driven.id);	pending
src/app/model/mechanism/anchor.ts	156	solver	point-topology	if (!(joint instanceof PrisJoint)) return undefined;	pending
src/app/model/mechanism/bodies.ts	33	solver	point-topology	.filter((link) => link.joints.length > 0 && link.joints.every((j) => (j as RealJoint).ground))	pending
src/app/model/mechanism/bodies.ts	49	solver	point-topology	(link) => link.joints.length > 0 && link.joints.every((j) => (j as RealJoint).ground)	pending
src/app/model/mechanism/bodies.ts	66	solver	point-topology	if (joint instanceof PrisJoint && !joint.ground) {	pending
src/app/model/mechanism/drive-profile.ts	61	solver	point-topology	const frames = mechanism.joints;	pending
src/app/model/mechanism/drive-profile.ts	70	solver	point-topology	const linear = frames[0][at] instanceof PrisJoint;	pending
src/app/model/mechanism/finite-difference-kinematics.ts	40	solver	point-topology	const count = Math.min(mechanism.joints.length, mechanism.timeNum.length);	pending
src/app/model/mechanism/finite-difference-kinematics.ts	44	solver	point-topology	for (const joint of mechanism.joints[index] ?? []) {	pending
src/app/model/mechanism/finite-difference-kinematics.ts	46	solver	point-topology	const xs = (i: number) => mechanism.joints[i]?.find((one) => one.id === joint.id)?.x;	pending
src/app/model/mechanism/finite-difference-kinematics.ts	47	solver	point-topology	const ys = (i: number) => mechanism.joints[i]?.find((one) => one.id === joint.id)?.y;	pending
src/app/model/mechanism/finite-difference-kinematics.ts	63	solver	compound-material	if (!(link instanceof RealLink)) continue;	pending
src/app/model/mechanism/finite-difference-kinematics.ts	66	solver	compound-material	(one): one is RealLink => one.id === link.id && one instanceof RealLink	pending
src/app/model/mechanism/finite-difference-kinematics.ts	87	solver	point-topology	if (!body || body.joints.length < 2) return undefined;	pending
src/app/model/mechanism/finite-difference-kinematics.ts	88	solver	point-topology	return Math.atan2(body.joints[1].y - body.joints[0].y, body.joints[1].x - body.joints[0].x);	pending
src/app/model/mechanism/force-solver.ts	252	solver	point-topology	const frameCount = Math.min(mechanism.joints.length, mechanism.links.length);	pending
src/app/model/mechanism/force-solver.ts	286	solver	point-topology	reactionIndex: this.buildReactionIndex(mechanism.joints[0] ?? [], mechanism.links[0] ?? []),	pending
src/app/model/mechanism/force-solver.ts	312	solver	point-topology	mechanism.joints[index],	pending
src/app/model/mechanism/force-solver.ts	323	solver	point-topology	mechanism.joints[index],	pending
src/app/model/mechanism/force-solver.ts	346	solver	compound-material	link instanceof RealLink || link instanceof SliderBlock	pending
src/app/model/mechanism/force-solver.ts	380	solver	compound-material	const count = body instanceof RealLink ? 3 : 2;	pending
src/app/model/mechanism/force-solver.ts	403	solver	compound-material	!(rider instanceof RealLink) ||	pending
src/app/model/mechanism/force-solver.ts	405	solver	compound-material	(carrier !== undefined && !(carrier instanceof RealLink))	pending
src/app/model/mechanism/force-solver.ts	422	solver	point-topology	(joint): joint is RealJoint => joint instanceof RealJoint && joint.input	pending
src/app/model/mechanism/force-solver.ts	429	solver	point-topology	if (inputJoint instanceof PrisJoint) {	pending
src/app/model/mechanism/force-solver.ts	430	solver	compound-material	inputBody = incident.find((body) => body instanceof SliderBlock);	pending
src/app/model/mechanism/force-solver.ts	436	solver	compound-material	inputBody = incident.find((body) => body instanceof RealLink);	pending
src/app/model/mechanism/force-solver.ts	468	solver	compound-material	if (body instanceof RealLink) {	pending
src/app/model/mechanism/force-solver.ts	505	solver	compound-material	if (inputKind === 'torque' && inputBody instanceof RealLink) {	pending
src/app/model/mechanism/force-solver.ts	515	solver	point-topology	if (inputJoint instanceof PrisJoint && inputJoint.isFloating) {	pending
src/app/model/mechanism/force-solver.ts	529	solver	compound-material	? body instanceof RealLink	pending
src/app/model/mechanism/force-solver.ts	538	solver	compound-material	if (body instanceof RealLink) {	pending
src/app/model/mechanism/force-solver.ts	541	solver	shape-frame	b[rows.start + 2] = body.massMoI * units.inertiaToKgM2 * angularAcceleration;	pending
src/app/model/mechanism/force-solver.ts	544	solver	shape-frame	const fx = force.mag * Math.cos(force.angleRad) * units.forceToN;	pending
src/app/model/mechanism/force-solver.ts	545	solver	shape-frame	const fy = force.mag * Math.sin(force.angleRad) * units.forceToN;	pending
src/app/model/mechanism/force-solver.ts	655	solver	compound-material	(link instanceof RealLink && link.subset.some((member) => contains(member)));	pending
src/app/model/mechanism/force-solver.ts	703	solver	compound-material	if (!(body instanceof RealLink)) continue;	pending
src/app/model/mechanism/force-solver.ts	704	solver	point-topology	const pins = body.joints.filter(	pending
src/app/model/mechanism/force-solver.ts	706	solver	point-topology	joint instanceof RealJoint && joint.ground && !(joint instanceof PrisJoint)	pending
src/app/model/mechanism/force-solver.ts	721	solver	point-topology	if (frame.has(body.id)) body.joints.forEach((joint) => joints.add(joint.id));	pending
src/app/model/mechanism/force-solver.ts	740	solver	point-topology	if (!(candidate instanceof RealJoint)) continue;	pending
src/app/model/mechanism/force-solver.ts	747	solver	point-topology	if (candidate instanceof PrisJoint) {	pending
src/app/model/mechanism/force-solver.ts	748	solver	compound-material	const piston = incident.find((body) => body instanceof SliderBlock);	pending
src/app/model/mechanism/force-solver.ts	813	solver	compound-material	link instanceof RealLink || link instanceof SliderBlock	pending
src/app/model/mechanism/force-solver.ts	845	solver	point-topology	if (body.joints.some((candidate) => candidate.id === joint.id)) add(body);	pending
src/app/model/mechanism/force-solver.ts	851	solver	point-topology	if (joint instanceof PrisJoint && joint.isFloating) {	pending
src/app/model/mechanism/force-solver.ts	871	solver	compound-material	if (body instanceof RealLink) {	pending
src/app/model/mechanism/force-solver.ts	872	solver	shape-frame	if (!Number.isFinite(body.massMoI) || body.massMoI < 0) {	pending
src/app/model/mechanism/force-solver.ts	878	solver	shape-frame	!Number.isFinite(force.angleRad) ||	pending
src/app/model/mechanism/force-solver.ts	897	solver	compound-material	if (body instanceof RealLink) {	pending
src/app/model/mechanism/force-solver.ts	920	solver	compound-material	if (link instanceof RealLink) {	pending
src/app/model/mechanism/force-solver.ts	931	solver	compound-material	} else if (link instanceof SliderBlock) {	pending
src/app/model/mechanism/force-solver.ts	932	solver	point-topology	const movingJoint = link.joints.find((joint) => !(joint instanceof PrisJoint));	pending
src/app/model/mechanism/force-solver.ts	972	solver	compound-material	if (body instanceof RealLink) return [body.CoM.x, body.CoM.y];	pending
src/app/model/mechanism/force-solver.ts	973	solver	compound-material	if (body instanceof SliderBlock) {	pending
src/app/model/mechanism/force-solver.ts	974	solver	point-topology	const moving = body.joints.find((joint) => !(joint instanceof PrisJoint));	pending
src/app/model/mechanism/force-solver.ts	982	solver	point-topology,compound-material	if (!(body instanceof RealLink) || body.joints.length < 2) return 0;	pending
src/app/model/mechanism/force-solver.ts	984	solver	point-topology	body.joints[1].y - body.joints[0].y,	pending
src/app/model/mechanism/force-solver.ts	985	solver	point-topology	body.joints[1].x - body.joints[0].x	pending
src/app/model/mechanism/force-solver.ts	1002	solver	compound-material	if (body instanceof RealLink) {	pending
src/app/model/mechanism/force-solver.ts	1008	solver	compound-material	} else if (body instanceof SliderBlock) {	pending
src/app/model/mechanism/kinematic-solver.ts	167	solver	point-topology,compound-material	if (link instanceof SliderBlock || !link.joints.length) continue;	pending
src/app/model/mechanism/kinematic-solver.ts	168	solver	point-topology	if (!link.joints.every((joint) => (joint as RealJoint).ground)) continue;	pending
src/app/model/mechanism/kinematic-solver.ts	169	solver	point-topology	const [first, second] = link.joints;	pending
src/app/model/mechanism/kinematic-solver.ts	176	solver	compound-material	if (link instanceof RealLink) {	pending
src/app/model/mechanism/kinematic-solver.ts	242	solver	compound-material	if (!(link instanceof SliderBlock)) {	pending
src/app/model/mechanism/kinematic-solver.ts	245	solver	point-topology	const guide = link.joints.find(	pending
src/app/model/mechanism/kinematic-solver.ts	247	solver	point-topology	joint instanceof PrisJoint && joint.ground && !joint.isFloating	pending
src/app/model/mechanism/kinematic-solver.ts	249	solver	point-topology	const rider = link.joints.find((joint) => !(joint instanceof PrisJoint));	pending
src/app/model/mechanism/kinematic-solver.ts	279	solver	point-topology	if (!(slider instanceof PrisJoint) || !slider.carrier || !slider.slotJointA) {	pending
src/app/model/mechanism/kinematic-solver.ts	396	solver	point-topology	const [first, second] = link.joints;	pending
src/app/model/mechanism/kinematic-solver.ts	422	solver	compound-material	if (link instanceof RealLink) {	pending
src/app/model/mechanism/kinematic-solver.ts	442	solver	point-topology	(joint): joint is RealJoint => joint instanceof RealJoint && joint.input	pending
src/app/model/mechanism/kinematic-solver.ts	446	solver	compound-material	link instanceof RealLink &&	pending
src/app/model/mechanism/kinematic-solver.ts	448	solver	point-topology	link.joints.some((joint) => joint.id === inputJoint.id)	pending
src/app/model/mechanism/kinematic-solver.ts	467	solver	point-topology	inputLink.joints.forEach((joint) => {	pending
src/app/model/mechanism/kinematic-solver.ts	480	solver	point-topology	if (!(j instanceof RealJoint)) {	pending
src/app/model/mechanism/kinematic-solver.ts	491	solver	point-topology	if (!(j instanceof RealJoint)) {	pending
src/app/model/mechanism/kinematic-solver.ts	497	solver	point-topology	if (!(inputJoint instanceof RealJoint)) {	pending
src/app/model/mechanism/kinematic-solver.ts	526	solver	point-topology,compound-material	if (!(inputLink instanceof SliderBlock) || inputLink.joints === undefined) {	pending
src/app/model/mechanism/kinematic-solver.ts	529	solver	point-topology	// The sliding joint, specifically. `instanceof RealJoint` matched the	pending
src/app/model/mechanism/kinematic-solver.ts	533	solver	point-topology	const realJoint = inputLink.joints.find((j): j is PrisJoint => j instanceof PrisJoint);	pending
src/app/model/mechanism/kinematic-solver.ts	555	solver	point-topology	if (!(realJoint instanceof PrisJoint)) {	pending
src/app/model/mechanism/kinematic-solver.ts	576	solver	point-topology	for (const blockJoint of links[this.inputLinkIndex].joints) {	pending
src/app/model/mechanism/kinematic-solver.ts	587	solver	compound-material	if (l instanceof SliderBlock) {	pending
src/app/model/mechanism/kinematic-solver.ts	590	solver	point-topology	const angle = Math.atan2(l.joints[1].y - l.joints[0].y, l.joints[1].x - l.joints[0].x);	pending
src/app/model/mechanism/kinematic-solver.ts	639	solver	compound-material	if (!(link instanceof RealLink)) {	pending
src/app/model/mechanism/kinematic-solver.ts	645	solver	point-topology	link.joints.findIndex((j) => {	pending
src/app/model/mechanism/kinematic-solver.ts	646	solver	point-topology	if (!(j instanceof RealJoint)) {	pending
src/app/model/mechanism/kinematic-solver.ts	662	solver	point-topology	const connectedJoint = link.joints.find((j) => j instanceof RealJoint)!;	pending
src/app/model/mechanism/kinematic-solver.ts	670	solver	point-topology	const prisJoint = link.joints.find((jt) => jt instanceof PrisJoint) as PrisJoint;	pending
src/app/model/mechanism/kinematic-solver.ts	678	solver	point-topology	link.joints.findIndex((j) => {	pending
src/app/model/mechanism/kinematic-solver.ts	679	solver	point-topology	if (!(j instanceof RealJoint)) {	pending
src/app/model/mechanism/kinematic-solver.ts	736	solver	point-topology	frame.carrier.joints.some((joint) => joint instanceof RealJoint && joint.input)	pending
src/app/model/mechanism/kinematic-solver.ts	763	solver	compound-material	if (linkOrJoint instanceof RealLink) {	pending
src/app/model/mechanism/kinematic-solver.ts	772	solver	point-topology	} else if (linkOrJoint instanceof PrisJoint && linkOrJoint.isFloating) {	pending
src/app/model/mechanism/kinematic-solver.ts	822	solver	compound-material	if (simLinks[this.linkIndexMap.get(edge.linkId)!] instanceof SliderBlock) {	pending
src/app/model/mechanism/kinematic-solver.ts	829	solver	compound-material	if (!(desiredLink instanceof RealLink)) {	pending
src/app/model/mechanism/kinematic-solver.ts	841	solver	point-topology	for (const linkJoint of desiredLink.joints) {	pending
src/app/model/mechanism/kinematic-solver.ts	895	solver	compound-material	link instanceof SliderBlock &&	pending
src/app/model/mechanism/kinematic-solver.ts	896	solver	point-topology	link.joints.some((joint) => joint instanceof PrisJoint && joint.isFloating)	pending
src/app/model/mechanism/kinematic-solver.ts	920	solver	compound-material	if (!frame || !(frame.carrier instanceof RealLink)) {	pending
src/app/model/mechanism/kinematic-solver.ts	927	solver	point-topology	for (const member of frame.carrier.joints) {	pending
src/app/model/mechanism/kinematic-solver.ts	969	solver	point-topology	const grounded = frame.carrier.joints.find(	pending
src/app/model/mechanism/kinematic-solver.ts	970	solver	point-topology	(member) => member instanceof RealJoint && member.ground && settled(member.id)	pending
src/app/model/mechanism/kinematic-solver.ts	978	solver	point-topology	return frame.carrier.joints.find((member) => settled(member.id));	pending
src/app/model/mechanism/loop-solver.ts	97	solver	point-topology	if (!(j instanceof RealJoint) || !j.ground) {	pending
src/app/model/mechanism/loop-solver.ts	112	solver	point-topology	if (!(desiredGround instanceof RealJoint)) {	pending
src/app/model/mechanism/loop-solver.ts	159	solver	point-topology	if (!(joint instanceof RealJoint)) {	pending
src/app/model/mechanism/loop-solver.ts	164	solver	point-topology	joint instanceof PrisJoint	pending
src/app/model/mechanism/loop-solver.ts	168	solver	point-topology	const linked = joint.connectedJoints.map((one) => one.id).join('.');	pending
src/app/model/mechanism/loop-solver.ts	177	solver	point-topology	parts.push(`${link.id}:${link.joints.map((one) => one.id).join('.')}`);	pending
src/app/model/mechanism/loop-solver.ts	278	solver	point-topology	* The carrier stays out of `PrisJoint.links` and `connectedJoints` — the	pending
src/app/model/mechanism/loop-solver.ts	297	solver	point-topology	if (!(joint instanceof PrisJoint) || !joint.isFloating || !joint.isSlotWellFormed) {	pending
src/app/model/mechanism/loop-solver.ts	301	solver	point-topology	if (!(anchor instanceof RealJoint)) {	pending
src/app/model/mechanism/loop-solver.ts	325	solver	point-topology	const linked = joint.connectedJoints	pending
src/app/model/mechanism/loop-solver.ts	326	solver	point-topology	.filter((candidate): candidate is RealJoint => candidate instanceof RealJoint)	pending
src/app/model/mechanism/loop-solver.ts	382	solver	point-topology	if (!(joint instanceof RealJoint)) {	pending
src/app/model/mechanism/loop-solver.ts	442	solver	point-topology	link.joints.some((joint) => joint.id === fromId) &&	pending
src/app/model/mechanism/loop-solver.ts	443	solver	point-topology	link.joints.some((joint) => joint.id === toId)	pending
src/app/model/mechanism/mechanism-partition.ts	73	solver	point-topology	.filter((joint) => !(joint instanceof RealJoint && joint.ground))	pending
src/app/model/mechanism/mechanism-partition.ts	113	solver	point-topology	const realJoints = joints.filter((joint): joint is RealJoint => joint instanceof RealJoint);	pending
src/app/model/mechanism/mechanism-partition.ts	162	solver	point-topology	link.joints.forEach((joint) => {	pending
src/app/model/mechanism/mechanism-partition.ts	163	solver	point-topology	entry.joints.add(joint);	pending
src/app/model/mechanism/mechanism-partition.ts	173	solver	point-topology	if (link.joints.some((joint) => entry.joints.has(joint))) {	pending
src/app/model/mechanism/mechanism-partition.ts	175	solver	point-topology	link.joints.forEach((joint) => entry.joints.add(joint));	pending
src/app/model/mechanism/mechanism-partition.ts	181	solver	point-topology	// `links` and `connectedJoints` (§2.3 Option A), so nothing above reaches	pending
src/app/model/mechanism/mechanism-partition.ts	192	solver	point-topology	[...entry.joints].forEach((joint) => {	pending
src/app/model/mechanism/mechanism-partition.ts	193	solver	point-topology	if (!(joint instanceof PrisJoint)) {	pending
src/app/model/mechanism/mechanism-partition.ts	204	solver	point-topology	if (!entry.joints.has(part)) {	pending
src/app/model/mechanism/mechanism-partition.ts	205	solver	point-topology	entry.joints.add(part);	pending
src/app/model/mechanism/mechanism-partition.ts	214	solver	point-topology	part.joints.forEach((railJoint) => {	pending
src/app/model/mechanism/mechanism-partition.ts	215	solver	point-topology	if (!entry.joints.has(railJoint)) {	pending
src/app/model/mechanism/mechanism-partition.ts	216	solver	point-topology	entry.joints.add(railJoint);	pending
src/app/model/mechanism/mechanism-partition.ts	234	solver	point-topology	memberOf(find(body)).joints.add(joint);	pending
src/app/model/mechanism/mechanism-partition.ts	242	solver	point-topology	[...memberOf(component).joints].map((joint) => joint.id).sort(byJointId)[0] ?? '';	pending
src/app/model/mechanism/mechanism-partition.ts	253	solver	point-topology	joints: [...entry.joints],	pending
src/app/model/mechanism/mechanism-partition.ts	265	solver	point-topology	return { joints: [...entry.joints], links: [...entry.links] };	pending
src/app/model/mechanism/mechanism-partition.ts	269	solver	point-topology	members.forEach((entry) => entry.joints.forEach((joint) => placed.add(joint)));	pending
src/app/model/mechanism/mechanism-partition.ts	275	solver	point-topology	(joint) => !placed.has(joint) && (!(joint instanceof RealJoint) || joint.links.length === 0)	pending
src/app/model/mechanism/mechanism-partition.ts	277	solver	point-topology	const fixedLinks = links.filter((link) => !placed.has(link.joints[0]) && link.joints.length > 0);	pending
src/app/model/mechanism/mechanism.ts	127	solver	point-topology	if (ownJointIds && !ownJointIds.has(clone.id) && clone instanceof RealJoint) {	pending
src/app/model/mechanism/mechanism.ts	133	solver	point-topology	const linkJoints = l.joints.map((joint) => this._joints[0].find((j) => j.id === joint.id)!);	pending
src/app/model/mechanism/mechanism.ts	136	solver	compound-material	if (!(l instanceof RealLink)) {	pending
src/app/model/mechanism/mechanism.ts	143	solver	shape-frame	l.massMoI,	pending
src/app/model/mechanism/mechanism.ts	145	solver	compound-material	this.cloneLinkSubset(l.subset, this._joints[0], true),	pending
src/app/model/mechanism/mechanism.ts	150	solver	compound-material	this.restoreLinkSubsetState(l.subset, realLink.subset);	pending
src/app/model/mechanism/mechanism.ts	154	solver	compound-material	if (!(l instanceof SliderBlock)) {	pending
src/app/model/mechanism/mechanism.ts	166	solver	compound-material	if (!(link instanceof RealLink)) {	pending
src/app/model/mechanism/mechanism.ts	189	solver	point-topology	(joint) => joint instanceof PrisJoint && joint.isDangling	pending
src/app/model/mechanism/mechanism.ts	191	solver	point-topology	const driven = this._joints[0].some((j) => j instanceof RealJoint && j.input);	pending
src/app/model/mechanism/mechanism.ts	226	solver	point-topology	if (source instanceof PrisJoint) {	pending
src/app/model/mechanism/mechanism.ts	236	solver	point-topology	} else if (source instanceof RevJoint) {	pending
src/app/model/mechanism/mechanism.ts	238	solver	point-topology	} else if (source instanceof RealJoint) {	pending
src/app/model/mechanism/mechanism.ts	244	solver	point-topology	if (copy instanceof RealJoint && source instanceof RealJoint) {	pending
src/app/model/mechanism/mechanism.ts	256	solver	point-topology	if (!(joint instanceof RealJoint)) {	pending
src/app/model/mechanism/mechanism.ts	260	solver	point-topology	if (!(source instanceof RealJoint)) {	pending
src/app/model/mechanism/mechanism.ts	266	solver	point-topology	joint.connectedJoints = source.connectedJoints	pending
src/app/model/mechanism/mechanism.ts	269	solver	point-topology	// A slot's carrier and defining joints live outside links/connectedJoints	pending
src/app/model/mechanism/mechanism.ts	273	solver	point-topology	if (joint instanceof PrisJoint) {	pending
src/app/model/mechanism/mechanism.ts	286	solver	point-topology	const joints = source.joints	pending
src/app/model/mechanism/mechanism.ts	289	solver	point-topology	if (joints.length !== source.joints.length) {	pending
src/app/model/mechanism/mechanism.ts	292	solver	compound-material	if (source instanceof RealLink) {	pending
src/app/model/mechanism/mechanism.ts	297	solver	shape-frame	source.massMoI,	pending
src/app/model/mechanism/mechanism.ts	298	solver	point-topology	this.transportPoint(source.CoM, source.joints, joints),	pending
src/app/model/mechanism/mechanism.ts	299	solver	compound-material	this.cloneLinkSubset(source.subset, targetJoints, copyVisualGeometry),	pending
src/app/model/mechanism/mechanism.ts	306	solver	compound-material	if (source instanceof SliderBlock) {	pending
src/app/model/mechanism/mechanism.ts	324	solver	compound-material	if (source instanceof RealLink && target instanceof RealLink) {	pending
src/app/model/mechanism/mechanism.ts	325	solver	shape-frame	target.massMoI = source.massMoI;	pending
src/app/model/mechanism/mechanism.ts	326	solver	point-topology	target.CoM = this.transportPoint(source.CoM, source.joints, target.joints);	pending
src/app/model/mechanism/mechanism.ts	328	solver	compound-material	this.restoreLinkSubsetState(source.subset, target.subset);	pending
src/app/model/mechanism/mechanism.ts	370	solver	point-topology	return joint instanceof RealJoint && (joint.links.length !== 1 || joint.ground);	pending
src/app/model/mechanism/mechanism.ts	397	solver	point-topology	const { bodyOf, bodiesAt, movingBodies } = assignBodies(this.joints[0], this.links[0]);	pending
src/app/model/mechanism/mechanism.ts	399	solver	point-topology	const hasGround = this.joints[0].some((j) => j instanceof RealJoint && j.ground);	pending
src/app/model/mechanism/mechanism.ts	409	solver	point-topology	this.joints[0].forEach((j) => {	pending
src/app/model/mechanism/mechanism.ts	410	solver	point-topology	if (!(j instanceof RealJoint)) {	pending
src/app/model/mechanism/mechanism.ts	448	solver	point-topology	const { bodyOf, bodiesAt, movingBodies } = assignBodies(this.joints[0], this.links[0]);	pending
src/app/model/mechanism/mechanism.ts	449	solver	point-topology	return mobilityFromGeometry(this.joints[0], this.links[0], { bodyOf, bodiesAt, movingBodies });	pending
src/app/model/mechanism/mechanism.ts	657	solver	point-topology	const inputJoint = this.joints[0].find((j) => j instanceof RealJoint && j.input);	pending
src/app/model/mechanism/mechanism.ts	658	solver	point-topology	const revoluteInput = inputJoint !== undefined && !(inputJoint instanceof PrisJoint);	pending
src/app/model/mechanism/mechanism.ts	666	solver	point-topology	PositionSolver.determineJointOrder(this.joints[0], this.links[0]);	pending
src/app/model/mechanism/mechanism.ts	674	solver	point-topology	PositionSolver.settleInitialPose(this.joints[0]);	pending
src/app/model/mechanism/mechanism.ts	699	solver	point-topology	l.joints.forEach((j) => {	pending
src/app/model/mechanism/mechanism.ts	700	solver	point-topology	const jointIndex = this.joints[0].findIndex((jt) => jt.id === j.id);	pending
src/app/model/mechanism/mechanism.ts	707	solver	point-topology	const desiredJointIndex = this.joints[0].findIndex((j) => j.id === desiredJointID);	pending
src/app/model/mechanism/mechanism.ts	717	solver	point-topology	const desiredJoint = this.joints[0][desiredJointIndex];	pending
src/app/model/mechanism/mechanism.ts	838	solver	point-topology	this.joints[0].forEach((j) => {	pending
src/app/model/mechanism/mechanism.ts	847	solver	point-topology	let connectedJoints: Joint[] = [];	pending
src/app/model/mechanism/mechanism.ts	850	solver	point-topology	connectedJoints.push(this._joints[currentTimeStamp + 1][ji]);	pending
src/app/model/mechanism/mechanism.ts	854	solver	compound-material	if (!(l instanceof RealLink)) {	pending
src/app/model/mechanism/mechanism.ts	859	solver	point-topology	connectedJoints,	pending
src/app/model/mechanism/mechanism.ts	861	solver	shape-frame	l.massMoI,	pending
src/app/model/mechanism/mechanism.ts	862	solver	point-topology	this.transportPoint(l.CoM, l.joints, connectedJoints),	pending
src/app/model/mechanism/mechanism.ts	863	solver	compound-material	this.cloneLinkSubset(l.subset, this._joints[currentTimeStamp + 1], true),	pending
src/app/model/mechanism/mechanism.ts	868	solver	compound-material	this.restoreLinkSubsetState(l.subset, pushLink.subset);	pending
src/app/model/mechanism/mechanism.ts	872	solver	compound-material	if (!(l instanceof SliderBlock)) {	pending
src/app/model/mechanism/mechanism.ts	875	solver	point-topology	const newLink = new SliderBlock(l.id, connectedJoints, l.mass);	pending
src/app/model/mechanism/mechanism.ts	881	solver	point-topology	this.wireJointGraph(currentTimeStamp + 1, this.joints[0]);	pending
src/app/model/mechanism/mechanism.ts	885	solver	compound-material	if (link === undefined || !(link instanceof RealLink)) {	pending
src/app/model/mechanism/mechanism.ts	888	solver	point-topology	const start = this.transportPoint(f.startCoord, f.link.joints, link.joints);	pending
src/app/model/mechanism/mechanism.ts	890	solver	point-topology	? this.transportPoint(f.endCoord, f.link.joints, link.joints)	pending
src/app/model/mechanism/mechanism.ts	1074	solver	point-topology	this._joints = [start.joints];	pending
src/app/model/mechanism/mechanism.ts	1229	solver	point-topology	this.joints = [[]];	pending
src/app/model/mechanism/mechanism.ts	1458	solver	point-topology	for (const joint of this.joints[0].filter((candidate) =>	pending
src/app/model/mechanism/mechanism.ts	1473	solver	point-topology	this.joints[0].forEach((j) => {	pending
src/app/model/mechanism/mechanism.ts	1479	solver	point-topology	this.joints[0].forEach((j) => {	pending
src/app/model/mechanism/mechanism.ts	1489	solver	compound-material	if (l instanceof SliderBlock) {	pending
src/app/model/mechanism/mechanism.ts	1501	solver	compound-material	if (l instanceof SliderBlock) {	pending
src/app/model/mechanism/mechanism.ts	1550	solver	point-topology	this.joints[0].forEach((j) => {	pending
src/app/model/mechanism/mechanism.ts	1560	solver	compound-material	if (l instanceof SliderBlock) {	pending
src/app/model/mechanism/mechanism.ts	1572	solver	compound-material	if (l instanceof SliderBlock) {	pending
src/app/model/mechanism/mechanism.ts	1621	solver	point-topology	this.joints.forEach((_, index) => {	pending
src/app/model/mechanism/mechanism.ts	1627	solver	point-topology	this.joints[index],	pending
src/app/model/mechanism/mechanism.ts	1633	solver	point-topology	this.joints[index],	pending
src/app/model/mechanism/mechanism.ts	1639	solver	point-topology	for (const joint of this.joints[index].filter((candidate) =>	pending
src/app/model/mechanism/mechanism.ts	1667	solver	point-topology	this.joints[index].forEach((j) => {	pending
src/app/model/mechanism/mechanism.ts	1673	solver	point-topology	this.joints[index].forEach((j) => {	pending
